Date,Huiwan Center,Luojiaying,Guanyingshan East,Guanyingshan Center,Guanyingshan West,Baiyukou,Haikou West,Dianchi South
2019/1/1 0:00,0.16019417475728154,0.15962441314554,0.145374449339207,0.14146341463414636,0.13170731707317074,0.15121951219512186,0.18691588785046737,0.15887850467289727
2019/1/1 4:00,0.16019417475728154,0.15492957746478875,0.145374449339207,0.13658536585365844,0.13170731707317074,0.15121951219512186,0.18224299065420563,0.15420560747663553
2019/1/1 8:00,0.1553398058252427,0.15492957746478875,0.14096916299559464,0.13658536585365844,0.13170731707317074,0.15121951219512186,0.1775700934579439,0.1495327102803738
2019/1/1 12:00,0.1553398058252427,0.15492957746478875,0.145374449339207,0.13658536585365844,0.12682926829268293,0.15609756097560967,0.18224299065420563,0.15887850467289727
2019/1/1 16:00,0.1553398058252427,0.15962441314554,0.145374449339207,0.13658536585365844,0.13170731707317074,0.1609756097560976,0.18691588785046737,0.15887850467289727
2019/1/1 20:00,0.1553398058252427,0.15492957746478875,0.145374449339207,0.13658536585365844,0.13170731707317074,0.15609756097560967,0.18224299065420563,0.15420560747663553
2019/1/2 0:00,0.15048543689320387,0.15492957746478875,0.13656387665198227,0.13170731707317063,0.12682926829268293,0.15609756097560967,0.18224299065420563,0.14485981308411217
2019/1/2 4:00,0.14563106796116504,0.15023474178403762,0.13656387665198227,0.12682926829268293,0.12195121951219512,0.15121951219512186,0.1775700934579439,0.14485981308411217
2019/1/2 8:00,0.1407766990291262,0.15023474178403762,0.13215859030837002,0.11707317073170731,0.12195121951219512,0.15121951219512186,0.17289719626168226,0.1355140186915888
2019/1/2 12:00,0.1553398058252427,0.15962441314554,0.14096916299559464,0.12195121951219512,0.12682926829268293,0.15609756097560967,0.18224299065420563,0.1635514018691589
2019/1/2 16:00,0.16504854368932037,0.16431924882629112,0.14096916299559464,0.12682926829268293,0.12682926829268293,0.1609756097560976,0.18691588785046737,0.1635514018691589
2019/1/2 20:00,0.1553398058252427,0.15962441314554,0.13656387665198227,0.12682926829268293,0.12195121951219512,0.15609756097560967,0.18691588785046737,0.15420560747663553
2019/1/3 0:00,0.1553398058252427,0.15492957746478875,0.13656387665198227,0.12195121951219512,0.12195121951219512,0.15121951219512186,0.18224299065420563,0.15420560747663553
2019/1/3 4:00,0.15048543689320387,0.15023474178403762,0.13215859030837002,0.11707317073170731,0.11219512195121939,0.15609756097560967,0.17289719626168226,0.14485981308411217
2019/1/3 8:00,0.14563106796116504,0.15023474178403762,0.12775330396475765,0.11219512195121939,0.11219512195121939,0.14146341463414636,0.1635514018691589,0.14018691588785043
2019/1/3 12:00,0.15048543689320387,0.15492957746478875,0.13215859030837002,0.12195121951219512,0.12682926829268293,0.14146341463414636,0.17289719626168226,0.14485981308411217
2019/1/3 16:00,0.16019417475728154,0.15962441314554,0.14096916299559464,0.13170731707317063,0.13170731707317074,0.15121951219512186,0.18224299065420563,0.15887850467289727
2019/1/3 20:00,0.1553398058252427,0.15962441314554,0.14096916299559464,0.13170731707317063,0.13170731707317074,0.14634146341463417,0.1775700934579439,0.15420560747663553
2019/1/4 0:00,0.1553398058252427,0.15492957746478875,0.13656387665198227,0.12195121951219512,0.12195121951219512,0.14146341463414636,0.17289719626168226,0.1495327102803738
2019/1/4 4:00,0.14563106796116504,0.14553990610328638,0.13215859030837002,0.11707317073170731,0.12195121951219512,0.13170731707317063,0.16822429906542052,0.14018691588785043
2019/1/4 8:00,0.1407766990291262,0.14084507042253525,0.12775330396475765,0.10731707317073169,0.11219512195121939,0.12195121951219512,0.1635514018691589,0.1355140186915888
2019/1/4 12:00,0.14563106796116504,0.15023474178403762,0.14096916299559464,0.12682926829268293,0.13170731707317074,0.13658536585365855,0.18224299065420563,0.14485981308411217
2019/1/4 16:00,0.16504854368932037,0.15492957746478875,0.14096916299559464,0.13170731707317063,0.13658536585365844,0.15121951219512186,0.18691588785046737,0.16822429906542052
2019/1/4 20:00,0.16019417475728154,0.15492957746478875,0.13656387665198227,0.12682926829268293,0.13170731707317074,0.14634146341463417,0.18224299065420563,0.15887850467289727
2019/1/5 0:00,0.1553398058252427,0.15023474178403762,0.13215859030837002,0.12682926829268293,0.12682926829268293,0.14146341463414636,0.18224299065420563,0.15420560747663553
2019/1/5 4:00,0.14563106796116504,0.14084507042253525,0.12775330396475765,0.12195121951219512,0.12682926829268293,0.13658536585365855,0.17289719626168226,0.14485981308411217
2019/1/5 8:00,0.14563106796116504,0.14084507042253525,0.12334801762114528,0.12195121951219512,0.12195121951219512,0.13658536585365855,0.1635514018691589,0.14018691588785043
2019/1/5 12:00,0.1699029126213592,0.15962441314554,0.14977973568281938,0.14146341463414636,0.13658536585365844,0.1658536585365854,0.2056074766355141,0.18224299065420563
2019/1/5 16:00,0.20388349514563103,0.215962441314554,0.2731277533039647,0.20975609756097557,0.20975609756097557,0.2292682926829268,0.2757009345794393,0.2663551401869159
2019/1/5 20:00,0.1699029126213592,0.15492957746478875,0.13656387665198227,0.14146341463414636,0.13658536585365844,0.1609756097560976,0.2056074766355141,0.1635514018691589
2019/1/6 0:00,0.16504854368932037,0.15023474178403762,0.13215859030837002,0.13170731707317063,0.13170731707317074,0.15609756097560967,0.22897196261682246,0.15420560747663553
2019/1/6 4:00,0.1553398058252427,0.14553990610328638,0.15418502202643164,0.12195121951219512,0.13170731707317074,0.14146341463414636,0.19626168224299062,0.14485981308411217
2019/1/6 8:00,0.15048543689320387,0.14553990610328638,0.13215859030837002,0.11707317073170731,0.12682926829268293,0.12682926829268293,0.17289719626168226,0.14018691588785043
